<http://www.owl-ontologies.com/travel.owl> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Ontology>
<http://www.owl-ontologies.com/travel.owl> <http://www.w3.org/2002/07/owl#versionInfo> "1.0 by Holger Knublauch (holger@smi.stanford.edu)"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.owl-ontologies.com/travel.owl> <http://www.w3.org/2000/01/rdf-schema#comment> "An example ontology for tutorial purposes."^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.owl-ontologies.com/travel.owl#Sunbathing> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class>
<http://www.owl-ontologies.com/travel.owl#Sunbathing> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://www.owl-ontologies.com/travel.owl#Relaxation>
<http://www.owl-ontologies.com/travel.owl#Relaxation> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class>
<http://www.owl-ontologies.com/travel.owl#Relaxation> <http://www.w3.org/2002/07/owl#disjointWith> <http://www.owl-ontologies.com/travel.owl#Sports>
<http://www.owl-ontologies.com/travel.owl#Relaxation> <http://www.w3.org/2002/07/owl#disjointWith> <http://www.owl-ontologies.com/travel.owl#Sightseeing>
<http://www.owl-ontologies.com/travel.owl#Relaxation> <http://www.w3.org/2002/07/owl#disjointWith> <http://www.owl-ontologies.com/travel.owl#Adventure>
<http://www.owl-ontologies.com/travel.owl#Relaxation> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://www.owl-ontologies.com/travel.owl#Activity>
<http://www.owl-ontologies.com/travel.owl#Accommodation> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class>
<http://www.owl-ontologies.com/travel.owl#Accommodation> <http://www.w3.org/2000/01/rdf-schema#comment> "A place to stay for tourists."^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.owl-ontologies.com/travel.owl#QuietDestination> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class>
<http://www.owl-ontologies.com/travel.owl#QuietDestination> <http://www.w3.org/2002/07/owl#equivalentClass> _:genid1
<http://www.owl-ontologies.com/travel.owl#QuietDestination> <http://www.w3.org/2000/01/rdf-schema#comment> "A destination that is not frequented by noisy families."^^<http://www.w3.org/2001/XMLSchema#string>
_:genid1 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class>
_:genid1 <http://www.w3.org/2002/07/owl#intersectionOf> _:genid2
_:genid2 <http://www.w3.org/1999/02/22-rdf-syntax-ns#first> <http://www.owl-ontologies.com/travel.owl#Destination>
_:genid2 <http://www.w3.org/1999/02/22-rdf-syntax-ns#rest> _:genid4
<http://www.owl-ontologies.com/travel.owl#Destination> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class>
_:genid4 <http://www.w3.org/1999/02/22-rdf-syntax-ns#first> _:genid3
_:genid4 <http://www.w3.org/1999/02/22-rdf-syntax-ns#rest> <http://www.w3.org/1999/02/22-rdf-syntax-ns#nil>
_:genid3 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class>
_:genid3 <http://www.w3.org/2002/07/owl#complementOf> <http://www.owl-ontologies.com/travel.owl#FamilyDestination>
<http://www.owl-ontologies.com/travel.owl#FamilyDestination> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class>
<http://www.owl-ontologies.com/travel.owl#FamilyDestination> <http://www.w3.org/2002/07/owl#equivalentClass> _:genid22
